(Parent) ASIN,(Child) ASIN,Title,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B,Units refunded,Units refunded – B2B,Refund Rate,Refund rate – B2B,Shipped product sales,Shipped Product Sales – B2B,Units shipped,Units Shipped – B2B,Orders shipped,Orders Shipped – B2B
B0C5HDKX5T,B00LHT4VXU,"Sally Hansen Miracle Gel, Wine Stock, Gel-Like Nail Polish, NO UV Light Required, Chip-Resistant, Long Lasting - Up to 8 days, Easy to Use, Salon Quality Results, Vegan Formula, 14.7ml",342,2,170,2,512,4,0.02%,0.02%,0.02%,0.03%,0.02%,0.03%,431,3,213,4,644,7,0.02%,0.03%,0.02%,0.04%,0.02%,0.03%,1.13%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B075FJGVXV,B00LHT51KC,"Sally Hansen Miracle Gel, Sugar Fix, Gel-Like Nail Polish, NO UV Light Required, Chip-Resistant, Long Lasting - Up to 8 days, Easy to Use, Salon Quality Results, Vegan Formula, 14.7ml",216,0,82,2,298,2,0.01%,0.00%,0.01%,0.03%,0.01%,0.01%,252,0,93,2,345,2,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B086BGM193,B00LHT5774,"Sally Hansen Miracle Gel, 430 Crème De La Crème",574,3,209,1,783,4,0.04%,0.04%,0.03%,0.01%,0.03%,0.03%,663,3,240,1,903,4,0.03%,0.03%,0.03%,0.01%,0.03%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00LI4IG2G,B00LI4IG2G,3 x Max Factor Lasting Performance Touch Proof Foundation 35ml - 102 Pastelle,3,0,9,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,3,0,11,0,14,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7.14%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B086BGM193,B00LJ1JWM6,"Sally Hansen Miracle Gel, Pink Tank, Gel-Like Nail Polish, NO UV Light Required, Chip-Resistant, Long Lasting - Up to 8 days, Easy to Use, Salon Quality Results, Vegan Formula, 14.7ml",249,0,129,1,378,1,0.02%,0.00%,0.02%,0.01%,0.02%,0.01%,293,0,157,2,450,2,0.01%,0.00%,0.02%,0.02%,0.02%,0.01%,1.13%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08QJB6WST,B00MDH1YD0,"Revlon Colorstay Lip Liner with Built-in-Sharpener, Smooth Application, 650 Pink",3,0,13,0,16,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,16,0,20,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00MUMD120,B00MUMD120,Plenitude RevitaLift Eye Cream (New Packaging) 15ml/0.5oz,2,0,4,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,4,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B083JDGSSJ,B00MWOTR06,Maybelline Brow Drama Sculpting Brow Mascara Transparent 7.6ml,95,0,59,2,154,2,0.01%,0.00%,0.01%,0.03%,0.01%,0.01%,114,0,75,4,189,4,0.01%,0.00%,0.01%,0.04%,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00NA0D8TC,B00NA0D8TC,Rimmel London 100% Waterproof Mascara,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00NOYSYMK,B00NOYSYMK,Technic Roll On Lip Gloss Shine Lip Paint Girls Makeup Strawberry 6ml,0,0,4,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,6,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16.67%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00NPPYCIS,B00NPPYCIS,W7 ABSOLUTE Lashes Mascara,19,0,22,0,41,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,29,0,26,0,55,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00NQI9U2W,B00NQI9U2W,LA GIRL HD Pro BB Cream - Light Medium,6,0,7,0,13,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,8,0,9,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31.25%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00NQIAV0W,B00NQIAV0W,LA GIRL HD Pro BB Cream - Neutral,5,0,4,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,4,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0H89SWT4Q,B00NY9ML4M,"REVLON Professional Colorstay Looks Book Eyeshadow Palette, No. 900 Original",43,0,48,0,91,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,52,0,70,0,122,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08RFX1H5F,B00O32URZ4,"Bourjois Levres Contour Edition Lip Liner and Pencil 6 Tout Rouge Reds, 1.14g",136,2,76,3,212,5,0.01%,0.02%,0.01%,0.04%,0.01%,0.03%,177,2,98,3,275,5,0.01%,0.02%,0.01%,0.03%,0.01%,0.02%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08RFX1H5F,B00O32URZE,"Bourjois Levres Contour Edition Lip Liner and Pencil 9 Plum It Up! Purples, 1.14g",31,0,32,3,63,3,0.00%,0.00%,0.00%,0.04%,0.00%,0.02%,35,0,42,4,77,4,0.00%,0.00%,0.00%,0.04%,0.00%,0.02%,5.06%,100.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08RFX1H5F,B00O32US0I,"Bourjois Levres Contour Edition Lip Liner and Pencil 5 Berry Much Purples, 1.14g 330051",68,0,44,4,112,4,0.00%,0.00%,0.01%,0.05%,0.00%,0.03%,78,0,55,4,133,4,0.00%,0.00%,0.01%,0.04%,0.00%,0.02%,3.03%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08RFX1H5F,B00O32US3A,"Bourjois Levres Contour Edition Lip Liner and Pencil 7 Cherry Boom Boom Reds, 1.14g",38,1,30,1,68,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,40,1,40,1,80,2,0.00%,0.01%,0.00%,0.01%,0.00%,0.01%,1.25%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08RFX1H5F,B00O32UWL8,"Bourjois Levres Contour Edition Lip Liner and Pencil 1 Bordeaux Line Purples, 1.14g 330101",19,0,22,0,41,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21,0,37,0,58,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08ZDPYB1T,B00O3F1TYY,Schwarzkopf IR Absolutes 6-60 60ml,52,0,21,0,73,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,57,0,24,0,81,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00O3F21N2,B00O3F21N2,Schwarzkopf IR Absolutes 5-60 60ml,3,0,3,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,5,0,4,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0H3KDSB6W,B00OLZ43ZS,"Stargazer Semi Permanent Hair Dye, Soft Violet",9,0,9,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,13,0,23,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08MGG535W,B00OLZ4GGO,Light Pink eye shadow. Maximum colour pressed powder eye shadow.,15,0,12,0,27,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,16,0,14,0,30,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CLKBBN74,B00OLZ4LDC,Stargazer Eye Shadow Pen - Charcoal | Cream Eyeshadow Stick | Long Lasting Blendable Colour | Smooth Glide Application,41,0,24,0,65,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,51,0,31,0,82,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B08MM4WVQ5,B00OLZ6FP4,"Stargazer Glitter Lipstick - Glitter Pink, Sparkling Long-Lasting Colour",12,0,10,0,22,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,11,0,23,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B094936PNJ,B00OLZ9W90,Stargazer Matte finish lip stick 202. Maximum colour creamy lipstick with a no shine matte finish.,2,0,3,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,3,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,14.29%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B094936PNJ,B00OLZ9WC2,Stargazer Matte finish lip stick 203. Maximum colour creamy lipstick with a no shine matte finish.,3,0,2,0,5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,2,0,6,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B094936PNJ,B00OLZ9Z8I,Stargazer Matte finish lip stick 205. Maximum colour creamy lipstick with a no shine matte finish.,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B094936PNJ,B00OLZ9ZHY,Stargazer Matte finish lip stick 208. Maximum colour creamy lipstick with a no shine matte finish.,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B094936PNJ,B00OLZ9ZKG,Stargazer Matte finish lip stick 206. Maximum colour creamy lipstick with a no shine matte finish.,2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,0,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B094936PNJ,B00OLZ9ZOM,Stargazer Matte finish lip stick 207. Maximum colour creamy lipstick with a no shine matte finish.,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B094936PNJ,B00OLZA2R6,Stargazer Matte finish lip stick 209. Maximum colour creamy lipstick with a no shine matte finish.,13,0,4,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17,0,4,0,21,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00OLZA30W,B00OLZA30W,Stargazer Matte finish lip stick 211. Maximum colour creamy lipstick with a no shine matte finish.,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00OLZA366,B00OLZA366,Stargazer Matte finish lip stick 212. Maximum colour creamy lipstick with a no shine matte finish.,5,0,2,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,2,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,63.64%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00P7SN7WI,B00P7SN7WI,Revlon ColorStay Makeup Foundation for Oily Skin,396,1,96,0,492,1,0.03%,0.01%,0.01%,0.00%,0.02%,0.01%,784,2,183,0,967,2,0.04%,0.02%,0.02%,0.00%,0.03%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00PWLPJ2G,B00PWLPJ2G,HONEYDEW SHAVING GEL MOISTURIZING AND SOOTHING EFFECT ON SKIN 200 ML,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CFBF8P7R,B00PYCWR3C,Max Factor Lasting Performance Foundation 102 (pastelle) Make Up Base 35ml,115,0,92,1,207,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,137,0,131,1,268,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,2.72%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GVGL4VBX,B00Q0L0HHY,"L'Oréal Paris True Match Foundation, SPF16, Shade 1N Ivory 30ml","6,283",33,"2,588",12,"8,871",45,0.40%,0.39%,0.36%,0.16%,0.39%,0.28%,"7,975",41,"3,316",17,"11,291",58,0.39%,0.37%,0.35%,0.17%,0.38%,0.27%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B09CBLQVM1,B00R5BS68U,Joanna Ultra Color - Shampoo For Mahogany & Red Shades - Strengthening Revitalising Hair Shampoo - Colour Refreshing & Hair Care - Deepens Colour Intensity - Nourishes and Moisturises Hair - 200 ml,206,0,100,1,306,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,264,0,126,1,390,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0CGXFCSHV,B00SBDV8YA,Maybelline Eye Pencil Colossal Kajal Std Black,465,2,196,4,661,6,0.03%,0.02%,0.03%,0.05%,0.03%,0.04%,616,3,264,4,880,7,0.03%,0.03%,0.03%,0.04%,0.03%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0FD32YPNG,B00SFUYIZK,"essence eyeliner pen waterproof, longlasting, defining (1ml)",16,0,13,1,29,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.01%,21,0,13,1,34,1,0.00%,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00SJEKEFA,B00SJEKEFA,Stargazer Neon Glow In UV Lipstick - Neon Yellow,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00SPX2M5K,B00SPX2M5K,ESSENCE_Duo Sharpener podwójna temperówka,82,0,37,1,119,1,0.01%,0.00%,0.01%,0.01%,0.01%,0.01%,107,0,47,2,154,2,0.01%,0.00%,0.00%,0.02%,0.01%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TBY7T64,B00TBY7T64,LA GIRL Lipliner Pencil - Cherry,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TBY7YH8,B00TBY7YH8,"L.A. Girl Lip Pencil - Smooth Plum, Liner, lip-liners, 0.04 oz/1.3 g, Paraben Free, Cruelty Free, Tube, unisex, GP511",1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TBY81MA,B00TBY81MA,LA GIRL Lipliner Pencil - Perfect Brown,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,2,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TBY9052,B00TBY9052,LA GIRL Lipliner Pencil - Forever,3,0,0,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,0,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TBY96A6,B00TBY96A6,LA GIRL Eyeliner Pencil - Brown,4,0,5,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,4,0,6,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TBY9886,B00TBY9886,Mahogany Eye Pencil,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TBY9C5U,B00TBY9C5U,LA girl Eyeliner GP609 Deepest Brown,1,0,1,0,2,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,2,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TBY9D72,B00TBY9D72,LA GIRL Eyeliner Pencil - Espresso,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,0,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TBY9GRY,B00TBY9GRY,LA GIRL Eyeliner Pencil - Medium Brown,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TBY9MJG,B00TBY9MJG,Spectra Blue Eye Pencil,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,1,0,1,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00TH4YZ06,B00TH4YZ06,Marion Natura Silk For Dyed Hair Therapy Smooth Soft Shiny Hair 130ml,1,0,3,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1,0,3,0,4,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0C5LVLFP3,B00TIJ1Z12,Schwarzkopf Igora Royal 5-00 Pack of 3 x 60 ml,10,0,8,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,8,0,20,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11.11%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0GGJ8M85H,B00TWU8VYQ,3 x Revlon Super Lustrous Pearl Lipstick 4.2g - 420 Blushed,10,0,12,0,22,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,11,0,17,0,28,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,92.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0743BLB89,B00U09JRF0,"Max Factor Excess Intensity Eyeliner, 7 g, 9 Excessive Cobalt",157,4,80,1,237,5,0.01%,0.05%,0.01%,0.01%,0.01%,0.03%,191,6,103,1,294,7,0.01%,0.05%,0.01%,0.01%,0.01%,0.03%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0BZLZVJPH,B00UFMKZDK,Schwarzkopf IR 0-33 60 ml,39,0,9,0,48,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,45,0,12,0,57,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B00UIVQUDW,B00UIVQUDW,La Girl Lipliner Pencil Pink,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,2,0,1,0,3,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0H4SV53T5,B00UYJDPZ4,"Rimmel 60 Seconds Super Shine Nail Polish, 498 Rain Rain Go Away, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colour, Long-Wearing, Improved Formula, Vegan, 8ml","1,036",2,604,3,"1,640",5,0.07%,0.02%,0.08%,0.04%,0.07%,0.03%,"1,179",3,722,3,"1,901",6,0.06%,0.03%,0.08%,0.03%,0.06%,0.03%,0.11%,16.67%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0F8ZH2ZNW,B00UYJE33M,"Rimmel London Oh My Gloss - Lip Gloss, 33 Snog, 6.5 ml",277,4,127,2,404,6,0.02%,0.05%,0.02%,0.03%,0.02%,0.04%,355,5,171,2,526,7,0.02%,0.04%,0.02%,0.02%,0.02%,0.03%,1.77%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
B0H3P69D99,B00UYJF0BQ,"Rimmel London Oh My Gloss! Lip Gloss, 15 Glossaholic, 6.5 ml","1,061",3,514,0,"1,575",3,0.07%,0.04%,0.07%,0.00%,0.07%,0.02%,"1,420",3,684,0,"2,104",3,0.07%,0.03%,0.07%,0.00%,0.07%,0.01%,0.00%,0.00%,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0,0.00%,0.00%,£0.00,£0.00,0,0,0,0
