(Parent) ASIN,(Child) ASIN,Title,SKU,Sessions – Mobile app,Sessions – Mobile APP – B2B,Sessions – Browser,Sessions – Browser – B2B,Sessions – Total,Sessions – Total – B2B,Session percentage – Mobile App,Session percentage – Mobile APP – B2B,Session percentage – Browser,Session percentage – Browser – B2B,Session percentage – Total,Session percentage – Total – B2B,Page views – Mobile app,Page views – Mobile APP – B2B,Page views – Browser,Page views – Browser – B2B,Page views – Total,Page views – Total – B2B,Page views percentage – Mobile App,Page views percentage – Mobile app – B2B,Page views percentage – Browser,Page views percentage – Browser – B2B,Page views percentage – Total,Page views percentage – Total – B2B,Featured Offer (Buy Box) percentage,Featured Offer (Buy Box) percentage – B2B,Units ordered,Units ordered – B2B,Unit Session Percentage,Unit session percentage – B2B,Ordered Product Sales,Ordered product sales – B2B,Total order items,Total order items – B2B
B08HQQX815,B00KG8BK14,"Max Factor Pan Stik Foundation, 13 Nouveau Beige, 9g x3",MF-PS-13-3PK,58,0,52,1,110,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,74,0,69,1,143,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,9.70%,0.00%,3,0,2.73%,0.00%,£57.60,£0.00,2,0
B0DF5G6M6Q,B00LP414KK,"Bourjois Contour Clubbing Waterproof Eye Pencil Eyeliner and Eyeshadow 54 Ultra Black, 1.2g",BJS-CC-EL-WP-54_SNL,6,0,3,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,6,0,3,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,55.56%,0.00%,2,0,22.22%,0.00%,£9.96,£0.00,2,0
B0H4YG8HFN,B00MGK9Q0C,"Rimmel Extra 3D Lash Volumising Mascara, 8 ml (Pack of 1), Black",RIM-MSC-E3DL-003,"8,115",39,"2,924",21,"11,039",60,0.85%,0.74%,0.69%,0.51%,0.80%,0.64%,"10,461",53,"3,682",34,"14,143",87,0.84%,0.77%,0.66%,0.59%,0.78%,0.69%,26.98%,0.00%,2,0,0.02%,0.00%,£8.48,£0.00,2,0
B00NHOIWBA,B00NHOIWBA,"Bourjois Xmas Contour Clubbing Liner, Ultra Black Glitter, 1.2 g",BJS-CC-EL-WP-55_SNL,40,0,24,0,64,0,0.00%,0.00%,0.01%,0.00%,0.00%,0.00%,50,0,25,0,75,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,32.86%,0.00%,2,0,3.13%,0.00%,£12.36,£0.00,2,0
B08MGG535W,B00OLZ4GAA,Dark Pink eye shadow. Maximum colour pressed powder eye shadow.,STARGAZER-ES-DARKPINK,10,0,5,0,15,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,7,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,93.75%,0.00%,2,0,13.33%,0.00%,£7.98,£0.00,2,0
B0DFTDRNJ1,B00PWKVR1E,Marion Hair Dye Shampoo Bag Semi-Permanent Colour 4 to 8 Washes with Aloe and Keratin,MARION-COLOR-SHAMP-94,145,0,81,2,226,2,0.02%,0.00%,0.02%,0.05%,0.02%,0.02%,194,0,98,3,292,3,0.02%,0.00%,0.02%,0.05%,0.02%,0.02%,37.55%,100.00%,5,0,2.21%,0.00%,£14.85,£0.00,2,0
B00R7BKFKA,B00R7BKFKA,"Maybelline Mascara Lash Sensational Black 01, 9.5ml",MAYB-MSC-LS-BLK-V2,38,1,19,1,57,2,0.00%,0.02%,0.00%,0.02%,0.00%,0.02%,47,1,22,1,69,2,0.00%,0.01%,0.00%,0.02%,0.00%,0.02%,88.52%,100.00%,2,0,3.51%,0.00%,£17.98,£0.00,2,0
B0H4SV53T5,B00UYJDIFG,"Rimmel 60 Seconds Super Shine Nail Polish, 809 Darling, You Are Fabulous!, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colour, Long-Wearing, Improved Formula, Vegan, 8ml",RIM-NAIL-60S-809,"1,350",15,587,13,"1,937",28,0.14%,0.28%,0.14%,0.32%,0.14%,0.30%,"1,686",20,825,16,"2,511",36,0.13%,0.29%,0.15%,0.28%,0.14%,0.28%,0.58%,41.18%,2,2,0.10%,7.14%,£8.59,£8.59,2,2
B0H4SV53T5,B00UYJEBJS,"Rimmel 60 Seconds Super Shine Nail Polish, 300 Glaston-Berry, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colour, Long-Wearing, Improved Formula, Vegan, 8ml",RIM-NAIL-60S-300,"6,244",29,"2,197",14,"8,441",43,0.65%,0.55%,0.52%,0.34%,0.61%,0.46%,"7,567",33,"2,859",18,"10,426",51,0.60%,0.48%,0.51%,0.31%,0.57%,0.40%,0.01%,0.00%,2,0,0.02%,0.00%,£9.56,£0.00,2,0
B0H4SV53T5,B00UYJHS0M,"Rimmel 60 Seconds Super Shine Nail Polish, 203 Lose Your Lingerie, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colour, Long-Wearing, Improved Formula, Vegan, 8ml",RIM-NAIL-60S-203,"13,228",68,"5,047",43,"18,275",111,1.38%,1.29%,1.20%,1.05%,1.32%,1.18%,"17,153",87,"6,860",51,"24,013",138,1.37%,1.26%,1.22%,0.88%,1.32%,1.09%,0.01%,4.65%,2,0,0.01%,0.00%,£8.45,£0.00,2,0
B0C1P8JC3X,B00VALYBS0,"Max Factor Crème Puff Blusher, Lovely Pink 5",MF-CPB-05_SNL,"3,574",11,"1,573",8,"5,147",19,0.37%,0.21%,0.37%,0.20%,0.37%,0.20%,"5,067",18,"2,270",11,"7,337",29,0.40%,0.26%,0.40%,0.19%,0.40%,0.23%,0.04%,0.00%,2,0,0.04%,0.00%,£13.90,£0.00,2,0
B01LYC8071,B00W375G9I,Technic Lipstick With Added Vitamin E-Hot Pink,TECHNIC-VITAMINE-LPK-HOTPINK,35,0,36,1,71,1,0.00%,0.00%,0.01%,0.02%,0.01%,0.01%,52,0,56,1,108,1,0.00%,0.00%,0.01%,0.02%,0.01%,0.01%,12.22%,0.00%,2,0,2.82%,0.00%,£6.70,£0.00,2,0
B074N54W3S,B00XWMWA1A,Rimmel London Stay Matte Long Lasting Pressed Powder - 001 Transparent by Rimmel London,RIM-SMPP-001-V2_PRIME,408,2,186,0,594,2,0.04%,0.04%,0.04%,0.00%,0.04%,0.02%,477,2,221,0,698,2,0.04%,0.03%,0.04%,0.00%,0.04%,0.02%,0.15%,0.00%,2,0,0.34%,0.00%,£9.96,£0.00,2,0
B01M065MO6,B00ZPIZGZ6,"Bourjois Volume Glamour Effet Push Up Volumizing and Curling Mascara 31 Ultra Black, 7ml",BJS-MSC-PU-31_PRIME,150,2,67,2,217,4,0.02%,0.04%,0.02%,0.05%,0.02%,0.04%,185,3,90,2,275,5,0.01%,0.04%,0.02%,0.03%,0.02%,0.04%,15.04%,0.00%,2,0,0.92%,0.00%,£15.68,£0.00,2,0
B0C1P8JC3X,B017BCL5T4,"Max Factor Crème Puff Blusher, Alluring Rose 25",MF-CPB-25_SNL,958,2,515,1,"1,473",3,0.10%,0.04%,0.12%,0.02%,0.11%,0.03%,"1,254",2,654,1,"1,908",3,0.10%,0.03%,0.12%,0.02%,0.11%,0.02%,0.00%,0.00%,2,0,0.14%,0.00%,£14.78,£0.00,2,0
B075FJGVXV,B01ALSSV2E,"Sally Hansen Miracle Gel, Shiny Top Coat, Gel-Like Nail Polish, NO UV Light Required, Chip-Resistant, Long Lasting - Up to 8 days, Easy to Use, Salon Quality Results, Vegan Formula, 14.7ml",SH-MG-101,"1,361",3,748,5,"2,109",8,0.14%,0.06%,0.18%,0.12%,0.15%,0.09%,"1,767",4,980,6,"2,747",10,0.14%,0.06%,0.17%,0.10%,0.15%,0.08%,1.29%,0.00%,2,0,0.09%,0.00%,£15.98,£0.00,2,0
B0H6R42TK5,B01BNK12FM,"Rimmel Super Gel, 42 Rock N Roll, Long-Lasting Nail Polish, Glazed Finish, Easy Application, Gel-like Manicure, Chip Resistant, Clean Formula, 12ml",RIM-NAIL-SUPERGEL-042,267,2,101,3,368,5,0.03%,0.04%,0.02%,0.07%,0.03%,0.05%,301,2,120,4,421,6,0.02%,0.03%,0.02%,0.07%,0.02%,0.05%,11.84%,20.00%,2,0,0.54%,0.00%,£10.90,£0.00,2,0
B0CNKGFTSF,B01E4E1C3Q,"Max Factor Masterpiece Nude Palette, Contouring Eye Shadows, 03 Rose Nudes, 6.5 g, (Pack of 1)",MF-MPC-NUDEP-003,84,0,53,1,137,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,100,0,68,1,168,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,30.25%,0.00%,2,0,1.46%,0.00%,£27.98,£0.00,2,0
B01FK0V2WE,B01FK0V2WE,Silcare Cuticle Oil Mango Orange 15ml,SILCARE-CUTICLE-OIL-15ML-MANGO,8,0,1,0,9,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,17,0,1,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,82.35%,0.00%,2,0,22.22%,0.00%,£7.90,£0.00,2,0
B09VHRH915,B01GJ4MXQO,"essie Gel Couture Longlasting High Shine, No UV Lamp Required, Nail Polish, Dark Burgundy Red Colour, Shade 370 Model Clicks, 13.5 ml (Pack of 1)",ESSIE-GEL-COUTURE-370,"3,600",19,"1,177",7,"4,777",26,0.38%,0.36%,0.28%,0.17%,0.35%,0.28%,"4,832",21,"1,639",10,"6,471",31,0.39%,0.31%,0.29%,0.17%,0.36%,0.25%,1.73%,0.00%,2,0,0.04%,0.00%,£16.96,£0.00,2,0
B01GR1T5K6,B01GR1T5K6,Rimmel Wonder'full Mascara With Argan Oil - 003 Extreme Black 11ml by BeautyCenter,RIM-MSC-WDF-003-V2,6,0,11,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,7,0,11,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,26.32%,0.00%,2,0,11.76%,0.00%,£13.72,£0.00,2,0
B0C7L7HSQ7,B01HD23OJG,Technic 12 g Get Gorgeous Bronzing Highlighting Powder,TECHNIC-GETGORG-HIGHL-BRNZ,459,4,134,3,593,7,0.05%,0.08%,0.03%,0.07%,0.04%,0.07%,600,5,181,4,781,9,0.05%,0.07%,0.03%,0.07%,0.04%,0.07%,63.08%,100.00%,2,0,0.34%,0.00%,£7.64,£0.00,2,0
B01HQHC1HY,B01HQHC1HY,7th Heaven Foot Smooth Heels 2x7ml,7H-SMOOTH-HEELS-MASK-2X7ML,34,0,20,0,54,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,42,0,22,0,64,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,21.67%,0.00%,2,0,3.70%,0.00%,£3.70,£0.00,2,0
B00P7SPD70,B01LPRWFJA,"Revlon Super Lustrous Lipstick with Vitamin E and Avocado Oil, Pearl Lipstick in Mauve, 245 Smoky Rose, 0.15 oz",REV-SLL-245-V2,107,0,61,0,168,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,131,0,78,0,209,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,5.58%,0.00%,2,0,1.19%,0.00%,£15.98,£0.00,2,0
B06XKD1PNH,B06XKD1PNH,"L’Oreal Magic Retouch Medium Iced Brown temporary instant root concealer spray, use with home or salon hair dye or hair colour, perfectly conceals grey hair with easy application, 75ml",LOREAL-MAGIC-SPRAY- MEDICEBROWN,26,0,16,0,42,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,31,0,20,0,51,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12.50%,0.00%,3,0,7.14%,0.00%,£26.97,£0.00,2,0
B00KW64VH0,B06XX4818M,Maybelline Concealer Fit Me! Full Coverage Concealer Matte Finish 08 Nude,MAYB-FM-CC-08_SNL,"1,486",3,751,6,"2,237",9,0.15%,0.06%,0.18%,0.15%,0.16%,0.10%,"1,871",4,992,6,"2,863",10,0.15%,0.06%,0.18%,0.10%,0.16%,0.08%,0.71%,0.00%,2,0,0.09%,0.00%,£13.30,£0.00,2,0
B06Y5W8Q4H,B06Y5W8Q4H,Technic Eyebrow Gel - Black,TECHNIC-BROW-GEL-BLACK,48,1,30,0,78,1,0.01%,0.02%,0.01%,0.00%,0.01%,0.01%,52,1,38,0,90,1,0.00%,0.01%,0.01%,0.00%,0.00%,0.01%,12.64%,0.00%,2,0,2.56%,0.00%,£5.50,£0.00,2,0
B0C5D3DHRY,B071YCCV73,Revlon Colorstay Gel Envy No. 550 All On Red Nail Polish 12 ml,REV-NAIL-ENVY-550,12,0,10,0,22,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,11,0,23,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,91.30%,0.00%,2,0,9.09%,0.00%,£19.98,£0.00,2,0
B0C27F5YNK,B077L45Y1V,"Bourjois Little Round Pot Blusher 15 Rose Eclat, 2.5g",BJS-LRPB-15_PRIME,874,6,410,6,"1,284",12,0.09%,0.11%,0.10%,0.15%,0.09%,0.13%,"1,042",9,578,9,"1,620",18,0.08%,0.13%,0.10%,0.16%,0.09%,0.14%,52.40%,100.00%,2,0,0.16%,0.00%,£14.99,£0.00,2,0
B07ND67RC2,B0785V43NJ,"Sally Hans Sally Hansen Complete Care 7-in-1 Nail Treatment Strengthener Clear - 0.45 Fl Oz, 0.45 Oz",SH-CC7IN1,322,2,160,1,482,3,0.03%,0.04%,0.04%,0.02%,0.03%,0.03%,392,2,203,1,595,3,0.03%,0.03%,0.04%,0.02%,0.03%,0.02%,1.84%,0.00%,2,0,0.41%,0.00%,£19.90,£0.00,2,0
B0F1MMQVPB,B079G4W25R,"Sally Hansen Insta-Dri Nail Polish, Pink Blink, 60 Seconds Quick Drying, Long Lasting, Streak Free, Shiny Finish, 3-in-1 Formula, Built in Base and Top Coat, 9.17ml",SH-INSTANAIL-273,867,8,396,2,"1,263",10,0.09%,0.15%,0.09%,0.05%,0.09%,0.11%,"1,037",11,483,2,"1,520",13,0.08%,0.16%,0.09%,0.03%,0.08%,0.10%,1.08%,0.00%,2,0,0.16%,0.00%,£9.73,£0.00,2,0
B07B3SB3TM,B07B3SB3TM,Silcare UV Nail Gel Finishing Wipe Sticky Residue Remover Cleanser Cleaner 100ml,SILCARE-BASEONE-CLEANER-100ML,14,0,3,0,17,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,15,0,3,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,23.53%,0.00%,2,0,11.76%,0.00%,£11.90,£0.00,2,0
B08R4Y54Z5,B07CCDSWSR,Rimmel London Brow This Way Fill & Sculpt Eyebrow Definer,RIM-BTW-F&S-001_SNL,212,5,98,3,310,8,0.02%,0.09%,0.02%,0.07%,0.02%,0.09%,283,7,129,4,412,11,0.02%,0.10%,0.02%,0.07%,0.02%,0.09%,0.00%,0.00%,2,1,0.65%,12.50%,£10.70,£5.35,2,1
B07H7KTWZQ,B07H7KTWZQ,Victoria Vynn UV Led Nail Gel Polish Pure Creamy Hybrid Manicure Soak Off 8ml 015 by Roxie Cosmetics,VICVYNN-PC-HYBRID-015,7,0,0,0,7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10,0,0,0,10,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,2,0,28.57%,0.00%,£13.20,£0.00,2,0
B0H6R42TK5,B07KPNFDB6,"Rimmel Super Gel, 70 Intense black, Long-Lasting Nail Polish, Glazed Finish, Easy Application, Gel-like Manicure, Chip Resistant, Clean Formula, 12ml",RIM-NAIL-SUPERGEL-070_PRIME,237,3,81,0,318,3,0.02%,0.06%,0.02%,0.00%,0.02%,0.03%,266,3,100,0,366,3,0.02%,0.04%,0.02%,0.00%,0.02%,0.02%,2.79%,0.00%,2,0,0.63%,0.00%,£13.00,£0.00,2,0
B0GH9ZF3KC,B07MD5BLVP,"L'Oréal Paris Infallible More Than Matte FInish Concealer, 327 Cashmere",LOREAL-INFB-CLR-327,"1,114",8,481,3,"1,595",11,0.12%,0.15%,0.11%,0.07%,0.12%,0.12%,"1,518",11,656,7,"2,174",18,0.12%,0.16%,0.12%,0.12%,0.12%,0.14%,2.29%,0.00%,2,0,0.13%,0.00%,£17.77,£0.00,2,0
B0GH9ZF3KC,B07MR214BC,"L'Oréal Paris Infallible More Than Matte FInish Concealer, 320 Porcelain",LOREAL-INFB-CLR-320,"1,173",4,"6,251",32,"7,424",36,0.12%,0.08%,1.48%,0.78%,0.54%,0.38%,"1,587",8,"6,577",57,"8,164",65,0.13%,0.12%,1.17%,0.99%,0.45%,0.51%,1.15%,1.89%,2,0,0.03%,0.00%,£16.96,£0.00,2,0
B07NDVQ2FK,B07NDVQ2FK,TUHIMO Oxidant Liquid Developer 100ml RefectoCil,REFCIL-LIQ-OXIDANT,"1,312",16,550,3,"1,862",19,0.14%,0.30%,0.13%,0.07%,0.13%,0.20%,"1,731",22,718,4,"2,449",26,0.14%,0.32%,0.13%,0.07%,0.14%,0.21%,22.79%,57.14%,2,0,0.11%,0.00%,£14.72,£0.00,2,0
B0GR1K65GN,B07NYSDG4P,"Rimmel 60 Seconds Super-Shine, 8ml, Mermaid Fin",RIM-NAIL-60S-719,"10,735",56,"3,940",40,"14,675",96,1.12%,1.06%,0.94%,0.98%,1.06%,1.02%,"13,665",71,"5,207",51,"18,872",122,1.09%,1.03%,0.93%,0.88%,1.04%,0.96%,0.03%,2.70%,2,0,0.01%,0.00%,£12.93,£0.00,2,0
B0H4SV53T5,B07P35ZBYS,"Rimmel 60 Seconds Super Shine Nail Polish, 721 Siren, Quick-Dry Nail Polish, Ultra-Shiny Finish, Easy to Apply, Vibrant Colour, Long-Wearing, Improved Formula, Vegan, 8ml",RIM-NAIL-60S-721,"3,557",15,"1,351",12,"4,908",27,0.37%,0.28%,0.32%,0.29%,0.36%,0.29%,"4,379",16,"1,744",20,"6,123",36,0.35%,0.23%,0.31%,0.35%,0.34%,0.28%,0.03%,0.00%,2,0,0.04%,0.00%,£10.82,£0.00,2,0
B0C5DZVGNB,B07TRGDYGL,Rimmel 60Sec N/Polish Sea The Dark 720,RIM-NAIL-60S-720,120,0,55,1,175,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,154,0,75,3,229,3,0.01%,0.00%,0.01%,0.05%,0.01%,0.02%,0.89%,0.00%,2,0,1.14%,0.00%,£9.86,£0.00,2,0
B01M0PU853,B07V6V1JXZ,Max Factor Colour Elixir Lipstick with Vitamin E Shade Chilli 080,MF-CELPK-080,18,0,11,0,29,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,20,0,12,0,32,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,46.88%,0.00%,3,0,10.34%,0.00%,£28.14,£0.00,2,0
B01M0PU853,B07V7XWFZG,Max Factor Colour Elixir Lipstick with Vitamin E Shade Raisen 105,MF-CELPK-105,610,0,418,0,"1,028",0,0.06%,0.00%,0.10%,0.00%,0.07%,0.00%,754,0,552,0,"1,306",0,0.06%,0.00%,0.10%,0.00%,0.07%,0.00%,2.68%,0.00%,2,0,0.19%,0.00%,£12.90,£0.00,2,0
B081QNY693,B081QNY693,"7th Heaven Pink Oxygen Bubble Sheet Mask with Refreshing Grapefruit and Detoxifying Oxygen Bubbles for Quick Cleansing Hydration - Ideal for Normal, Combination and Dry Skin, 10ml",7H-COSMIC-ROSE-PEEL-MASK-10ML,7,0,5,0,12,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12,0,6,0,18,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.33%,0.00%,2,0,16.67%,0.00%,£3.96,£0.00,2,0
B0GQZPY3QY,B081SWGNW4,"Max Factor False Lash Effect Max Out Primer, 13.1 ml",MF-FLE-BLUE-PRIMER,500,1,222,2,722,3,0.05%,0.02%,0.05%,0.05%,0.05%,0.03%,627,1,291,4,918,5,0.05%,0.01%,0.05%,0.07%,0.05%,0.04%,1.30%,0.00%,2,0,0.28%,0.00%,£13.33,£0.00,2,0
B0CLGFPL45,B081SX3NNT,"Max Factor Miracle Touch Second Skin, 01-Fair, 30 ml",MF-MRCSKIN-FDT-01_SNL,156,1,71,0,227,1,0.02%,0.02%,0.02%,0.00%,0.02%,0.01%,185,1,90,0,275,1,0.01%,0.01%,0.02%,0.00%,0.02%,0.01%,7.63%,0.00%,4,0,1.76%,0.00%,£32.86,£0.00,2,0
B0C5DZVGNB,B081SXK2WH,"Rimmel 60 Seconds Super-Shine Nail Polish, 271 Jet Setting, 8 ml",RIM-NAIL-60S-271_PRIME,107,0,64,0,171,0,0.01%,0.00%,0.02%,0.00%,0.01%,0.00%,151,0,83,0,234,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,0.45%,0.00%,3,0,1.75%,0.00%,£16.45,£0.00,2,0
B0H25GBWP8,B082MWV5CL,"BOURJOIS 29135443002 Beauty Care Little Round Pot Eye Rg Rlaunch 2.5ml 2 20IV for Adults, Designed for Daily Beauty and Care, 2.5ml",BJS-EYELITTLEPOT-02_PRIME,96,0,94,4,190,4,0.01%,0.00%,0.02%,0.10%,0.01%,0.04%,126,0,126,11,252,11,0.01%,0.00%,0.02%,0.19%,0.01%,0.09%,16.67%,100.00%,3,0,1.58%,0.00%,£21.73,£0.00,2,0
B08RFX7ZJC,B082XSPCFB,"BOURJOIS 29135443003 Beauty Care Little Round Pot Eye Rg Rlaunch 2.5ml 3 20IV for Adults, Designed for Daily Beauty and Care, 2.5ml",BJS-EYELITTLEPOT-03,666,2,408,6,"1,074",8,0.07%,0.04%,0.10%,0.15%,0.08%,0.09%,909,2,574,12,"1,483",14,0.07%,0.03%,0.10%,0.21%,0.08%,0.11%,26.68%,0.00%,2,0,0.19%,0.00%,£14.98,£0.00,2,0
B08379ZWS5,B08379ZWS5,"Technic Twist Up Retractable Kohl Eyeliner Pencil - Black, Vegan",TECHNIC-RETRACT-KOHL-BLK,236,1,112,3,348,4,0.02%,0.02%,0.03%,0.07%,0.03%,0.04%,311,1,150,3,461,4,0.02%,0.01%,0.03%,0.05%,0.03%,0.03%,0.47%,0.00%,2,0,0.57%,0.00%,£6.58,£0.00,2,0
B0837B591D,B0837B591D,Technic Hot Foil Oogschaduw Eye Shadow Palette,TECHNIC-CREAM-PAL-HOTFOIL,26,1,13,1,39,2,0.00%,0.02%,0.00%,0.02%,0.00%,0.02%,51,2,19,2,70,4,0.00%,0.03%,0.00%,0.03%,0.00%,0.03%,22.95%,0.00%,2,0,5.13%,0.00%,£12.00,£0.00,2,0
B0H3XY4FHM,B083VD4JZV,"Wax Lyrical Reed Diffuser Home Fragrance - Fresh Linen, 100ml",WAXLYRICAL-FRESHLINEN-RD-100ML,51,2,46,12,97,14,0.01%,0.04%,0.01%,0.29%,0.01%,0.15%,60,2,61,13,121,15,0.00%,0.03%,0.01%,0.23%,0.01%,0.12%,24.56%,0.00%,5,0,5.15%,0.00%,£55.25,£0.00,2,0
B0H6R42TK5,B0843YVRWL,"Rimmel Super Gel, 30 Wild Gal, Long-Lasting Nail Polish, Glazed Finish, Easy Application, Gel-like Manicure, Chip Resistant, Clean Formula, 12 ml",RIM-NAIL-SUPERGEL-030_PRIME,456,3,161,3,617,6,0.05%,0.06%,0.04%,0.07%,0.04%,0.06%,547,3,196,4,743,7,0.04%,0.04%,0.03%,0.07%,0.04%,0.06%,1.35%,0.00%,2,0,0.32%,0.00%,£12.26,£0.00,2,0
B0HBX24WS6,B08CBG32KX,Yankee Candle Wax Melts | Soft Blanket | Up to 8 Hours of Fragrance | 1 Count,YANKEE-SOFT-BLANKET-SGN-WAX-MELT,23,0,9,0,32,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25,0,12,0,37,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,29.73%,0.00%,6,0,18.75%,0.00%,£21.90,£0.00,2,0
B0HBX24WS6,B08CBGDQTK,Yankee Candle Wax Melts | Vanilla Cupcake | Up to 8 Hours of Fragrance | 1 Count,YANKEE-VANILLA-CUPCAKE-SGN-WAX-MELT,323,1,108,0,431,1,0.03%,0.02%,0.03%,0.00%,0.03%,0.01%,390,1,142,0,532,1,0.03%,0.01%,0.03%,0.00%,0.03%,0.01%,0.00%,0.00%,4,0,0.93%,0.00%,£18.96,£0.00,2,0
B0HBX24WS6,B08CBGQVHL,Yankee Candle Wax Melts | Pink Sands | Up to 8 Hours of Fragrance | 1 Count,YANKEE-PINK-SANDS-SGN-WAX-MELT,108,0,32,1,140,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,151,0,39,1,190,1,0.01%,0.00%,0.01%,0.02%,0.01%,0.01%,0.00%,0.00%,3,0,2.14%,0.00%,£10.44,£0.00,2,0
B0HBX24WS6,B08CBHKS4V,Yankee Candle Wax Melts Midsummer’s Night Up to 8 Hours of Fragrance 1 Count,YANKEE-MIDSUMMERS-NGT-WAX-MELT,40,0,10,0,50,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,60,0,12,0,72,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,1.49%,0.00%,3,0,6.00%,0.00%,£11.67,£0.00,2,0
B0HBX24WS6,B08CBJW12M,Yankee Candle Wax Melts | Clean Cotton | Up to 8 Hours of Fragrance | 1 Count,YANKEE-CLEAN-COTTON-WAX MELT,102,0,29,0,131,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,134,0,39,0,173,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,1.25%,0.00%,2,0,1.53%,0.00%,£10.43,£0.00,2,0
B0H4YCPBRN,B08CFRLN7L,"Rimmel Lasting Finish 8HR Lip Liner, Sunset Pink, Highly Pigmented Formula, Long-Wearing Creamy Colour, Precise Application and Seamless Blend, For Big & Plump Lips, Vegan & Cruelty Free, 1.2g",RIM-LASTLIP-195,"2,109",10,967,6,"3,076",16,0.22%,0.19%,0.23%,0.15%,0.22%,0.17%,"2,508",13,"1,183",7,"3,691",20,0.20%,0.19%,0.21%,0.12%,0.20%,0.16%,0.11%,0.00%,2,0,0.07%,0.00%,£7.58,£0.00,2,0
B0H4YCPBRN,B08CG1GL74,"Rimmel Lasting Finish 8HR Lip Liner, Ms. Mauve, Highly Pigmented Formula, Long-Wearing Creamy Colour, Precise Application and Seamless Blend, For Big & Plump Lips, Vegan & Cruelty Free, 1.2g",RIM-LASTLIP-215,"2,340",11,970,2,"3,310",13,0.24%,0.21%,0.23%,0.05%,0.24%,0.14%,"2,963",15,"1,257",3,"4,220",18,0.24%,0.22%,0.22%,0.05%,0.23%,0.14%,0.02%,25.00%,5,0,0.15%,0.00%,£21.25,£0.00,2,0
B0C5K7MPN4,B08K41FJB6,"Max Factor NailFinity Nail Polish - The Icon 200, 12 ml",MF-NAILFINITY-GEL-200_SNL,255,1,127,1,382,2,0.03%,0.02%,0.03%,0.02%,0.03%,0.02%,366,1,187,1,553,2,0.03%,0.01%,0.03%,0.02%,0.03%,0.02%,2.69%,0.00%,2,0,0.52%,0.00%,£7.30,£0.00,2,0
B0H3P3M4V8,B08K4B29GW,"Max Factor NailFinity Nail Polish - Vip 340, 12 ml",MF-NAILFINITY-GEL-340,63,0,35,0,98,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,77,0,50,0,127,0,0.01%,0.00%,0.01%,0.00%,0.01%,0.00%,7.20%,0.00%,2,0,2.04%,0.00%,£7.78,£0.00,2,0
